SD,Gas,Coal,Nuclear,Hydro,Net Pumped,Wind,OCGT,Oil,Biomass,French Int,Dutch Int,NI Int,Eire Int,Nemo Int,Net Supply
2011-04-11,"374,902","217,804","200,801","11,622","-2,490","25,902",29,0,0,"11,189","3,622","-7,593",0,0,"835,787"
2011-04-12,"327,745","258,356","206,617","10,925","-1,002","34,556",0,0,0,"15,959","9,199","-7,864",0,0,"854,490"
2011-04-13,"345,308","297,805","211,555","10,647","-3,470","24,875",13,0,0,"5,994","5,442","-7,284",0,0,"890,883"
2011-04-14,"364,060","311,297","211,975","11,875","-2,200","8,788",408,0,0,-113,"-1,788","-8,633",0,0,"895,668"
2011-04-15,"371,063","275,131","211,665","11,029","-5,348","7,462",0,0,0,"4,713","-1,988","-9,074",0,0,"864,652"
2011-04-16,"335,726","173,824","206,847","9,452",-515,"11,616",0,0,0,"22,466","10,507","-8,562",0,0,"761,360"
2011-04-17,"335,551","139,628","205,880","8,575","-3,464","7,801",0,0,0,"23,606","15,534","-7,280",0,0,"725,830"
2011-04-18,"390,965","225,650","211,227","7,660","-5,117","6,452",0,0,0,"10,709",214,"-7,744",0,0,"840,016"
2011-04-19,"379,101","234,562","209,644","6,565","1,229","6,749",0,0,0,"8,086","3,034","-8,254",0,0,"840,714"
2011-04-20,"379,147","245,524","204,717","7,029","-5,053","4,320",0,0,0,"11,712","1,397","-8,874",0,0,"839,917"
2011-04-21,"373,060","225,176","203,930","6,356","-5,256","7,361",0,0,0,"14,526","3,436","-7,765",0,0,"820,823"
2011-04-22,"360,075","110,745","204,049","6,508",-177,"15,803",206,0,0,"22,220","13,724","-8,046",0,0,"725,105"
2011-04-23,"366,928","89,182","204,353","6,246","-5,796","9,058",0,0,0,"23,391","16,577","-8,512",0,0,"701,427"
2011-04-24,"355,871","55,363","203,916","5,902","-5,094","8,087",0,0,0,"23,937","20,734","-6,988",0,0,"661,727"
2011-04-25,"379,697","55,375","206,226","5,401","-3,832","13,397",0,0,0,"23,317","18,262","-6,880",0,0,"690,962"
2011-04-26,"429,741","133,258","206,864","4,825",-940,"16,814",0,0,0,"10,311","3,225","-7,281",0,0,"796,816"
2011-04-27,"434,090","147,515","206,803","4,361","-1,486","16,994",0,0,0,"9,160","2,320","-7,300",0,0,"812,456"
2011-04-28,"428,078","149,920","204,217","4,548","1,849","16,728",0,0,0,"9,570","1,999","-8,426",0,0,"808,481"
2011-04-29,"375,480","118,948","196,574","5,047","-1,931","31,639",0,0,0,"8,067","2,119","-8,824",0,0,"727,118"
2011-04-30,"315,528","91,492","195,616","4,621","-4,776","49,472",0,0,0,"23,337","20,262","-7,846",0,0,"687,704"
2011-05-01,"303,917","85,775","196,064","4,991","-4,113","41,618",0,0,0,"23,488","21,071","-7,321",0,0,"665,489"
2011-05-02,"351,204","100,206","196,129","4,911",-328,"35,459",0,0,0,"12,492","-3,152","-7,077",0,0,"689,842"
2011-05-03,"410,024","195,043","189,415","3,879","-2,303","20,819",0,0,0,"7,646","-1,850","-6,995",0,0,"815,677"
2011-05-04,"438,089","227,379","169,540","3,616","-1,883","14,075",0,0,0,"-2,157","-9,832","-7,560",0,0,"831,266"
2011-05-05,"429,973","225,205","165,831","3,281",-841,"19,482",1,0,0,"8,026","-7,131","-7,803",0,0,"836,023"
2011-05-06,"427,790","197,286","171,586","3,291","-3,492","22,940",0,0,0,"11,157","-5,616","-7,850",0,0,"817,091"
2011-05-07,"409,997","106,366","170,690","3,781","-1,195","25,486",0,0,0,"23,223","5,396","-8,483",0,0,"735,260"
2011-05-08,"374,076","96,363","175,305","4,559","-5,742","29,634",31,0,0,"23,914","10,034","-7,254",0,0,"700,919"
2011-05-09,"416,374","168,579","192,104","4,137","-3,498","34,609",0,0,0,"5,488",0,"-6,681",0,0,"811,112"
2011-05-10,"403,462","195,314","200,607","3,863","-1,907","41,713",1,0,0,"-11,566",0,"-7,260",0,0,"824,225"
2011-05-11,"385,286","234,131","201,777","5,394",-561,"21,496",0,0,0,"-11,331",54,"-8,218",0,0,"828,027"
2011-05-12,"371,547","223,791","202,387","5,970","-1,359","40,284",0,0,0,"-9,693",1,"-8,143",0,0,"824,784"
2011-05-13,"350,940","240,046","197,323","7,161",44,"25,941",0,0,0,"2,561",183,"-9,158",0,0,"815,041"
2011-05-14,"279,632","180,018","197,547","6,673","-4,010","42,197",0,0,0,"22,695","6,185","-8,637",0,0,"722,299"
2011-05-15,"259,054","149,654","189,548","7,492","-3,048","33,296",17,0,0,"22,318","8,939","-7,951",0,0,"659,318"
2011-05-16,"330,431","239,640","204,475","8,559","-2,117","44,664",43,0,0,792,"-2,984","-8,048",0,0,"815,454"
2011-05-17,"368,981","243,802","204,183","10,342","-1,363","25,992",0,0,0,475,"-3,353","-8,619",0,0,"840,439"
2011-05-18,"367,170","235,123","204,158","7,989","-3,598","50,599",0,0,0,"-12,995","-9,132","-7,217",0,0,"832,095"
2011-05-19,"379,356","247,434","201,937","7,819",-263,"30,212",0,0,0,"-14,795","-9,790","-8,684",0,0,"833,225"
2011-05-20,"361,555","239,823","197,999","8,329","-3,374","35,738",0,0,0,"-13,203","-7,640","-8,099",0,0,"811,128"
2011-05-21,"290,642","178,893","183,747","9,586","-3,775","42,936",0,0,0,"19,838","3,631","-7,171",0,0,"718,326"
2011-05-22,"273,523","144,296","191,563","10,642","-1,586","49,775",0,0,0,"21,964","1,848","-7,243",0,0,"684,782"
2011-05-23,"356,749","206,896","198,212","11,316",-203,"51,486",164,0,0,"-12,353",0,"-7,619",0,0,"804,647"
2011-05-24,"356,547","203,947","200,805","12,088",-319,"49,681",53,0,0,"-1,361",0,"-8,484",0,0,"812,957"
2011-05-25,"375,455","217,779","202,904","13,550","-1,188","27,012",0,0,0,"-4,415",13,"-7,717",0,0,"823,392"
2011-05-26,"362,141","212,353","201,684","13,720","-1,661","31,372",0,0,0,"14,151",5,"-6,785",0,0,"826,980"
2011-05-27,"363,853","192,030","197,930","12,969",-803,"35,639",19,0,0,"15,604",0,"-7,468",0,0,"809,772"
2011-05-28,"269,905","154,921","202,953","12,019","-1,537","51,872",0,0,0,"23,940","5,225","-7,756",0,0,"711,541"
2011-05-29,"272,558","113,068","209,894","12,232","-3,085","49,199",0,0,0,"23,976","9,826","-7,469",0,0,"680,199"
2011-05-30,"334,754","162,892","211,583","14,025","2,256","13,139",40,0,0,399,"-3,392","-8,383",0,0,"727,311"
2011-05-31,"366,054","211,959","199,743","11,764",-554,"15,865",0,0,0,"7,017","-2,355","-8,252",0,0,"801,240"
2011-06-01,"349,394","213,128","197,265","11,330","-4,281","38,356",0,0,0,"11,642","-1,079","-7,151",0,0,"808,603"
2011-06-02,"349,152","207,947","198,298","11,281",770,"17,182",0,0,0,"23,959","17,174","-9,207",0,0,"816,555"
2011-06-03,"350,211","198,713","205,187","10,311",551,"16,999",0,0,0,"14,314","8,082","-8,783",0,0,"795,584"
2011-06-04,"301,210","135,276","211,371","8,748","-6,507","25,086",0,0,0,"23,960","16,365","-7,895",0,0,"707,614"
2011-06-05,"283,618","140,622","211,541","9,180","-3,700","25,411",0,0,0,"23,994","15,236","-7,901",0,0,"698,000"
2011-06-06,"359,583","227,935","210,992","8,233",-215,"10,952",0,0,0,"15,116","-8,500","-8,135",0,0,"815,960"
2011-06-07,"353,283","247,738","210,146","6,763","-4,164","15,558",0,0,0,"8,922","-12,651","-8,658",0,0,"816,936"
2011-06-08,"365,020","224,744","197,871","7,740","-1,247","15,260",0,0,0,"16,772","-6,678","-7,850",0,0,"811,631"
2011-06-09,"359,609","226,543","194,141","8,782","-3,852","20,286",0,0,0,"19,782","1,130","-7,196",0,0,"819,223"
2011-06-10,"358,911","242,050","186,869","8,591",-972,"5,654",30,21,0,"21,237",-565,"-8,709",0,0,"813,116"
2011-06-11,"289,558","199,883","188,009","8,369","-2,326","5,873",43,0,0,"23,779","16,259","-8,429",0,0,"721,017"
2011-06-12,"285,868","169,130","197,380","7,809","-1,670","18,199",0,0,0,"23,970","20,376","-8,008",0,0,"713,053"
2011-06-13,"341,933","196,886","196,389","8,055","-2,344","36,094",0,0,0,"23,938","14,735","-7,714",0,0,"807,971"
2011-06-14,"374,558","229,323","197,220","7,113","-5,039","13,439",0,0,0,"12,785",-283,"-9,165",0,0,"819,950"
2011-06-15,"362,033","257,827","193,037","7,258","-1,785","12,983",95,0,0,"8,646","-6,523","-8,651",0,0,"824,919"
2011-06-16,"354,197","257,440","188,819","5,777","-3,291","12,049",0,0,0,"10,016","-3,270","-8,815",0,0,"812,921"
2011-06-17,"349,956","220,150","188,914","5,593","-1,848","24,950",10,0,0,"15,802","6,892","-7,444",0,0,"802,974"
2011-06-18,"298,686","172,068","184,797","6,244",-155,"19,039",0,0,0,"23,955","17,627","-8,687",0,0,"713,573"
2011-06-19,"297,538","148,740","187,778","6,577","-3,932","18,678",0,0,0,"23,972","19,304","-8,005",0,0,"690,649"
2011-06-20,"352,367","238,201","192,509","6,467",995,"6,085",0,0,0,"22,263","9,946","-9,024",0,0,"819,808"
2011-06-21,"340,524","249,474","191,453","6,592","-4,647","18,428",1,0,0,"11,221",439,"-8,864",0,0,"804,620"
2011-06-22,"340,967","243,163","194,534","7,638","-3,180","19,905",0,0,0,"18,420","8,690","-9,095",0,0,"821,042"
2011-06-23,"334,212","239,833","192,625","7,620","-4,237","15,325",15,0,0,"23,344","20,803","-8,929",0,0,"820,610"
2011-06-24,"348,797","218,476","186,631","6,713","-2,644","10,998",9,0,0,"22,790","16,843","-9,029",0,0,"799,582"
2011-06-25,"302,024","166,535","181,862","6,190","-1,438","24,060",68,0,0,"23,680","18,871","-8,392",0,0,"713,460"
2011-06-26,"304,027","139,031","189,949","6,104","-4,568","22,127",93,0,0,"23,572","19,873","-6,186",0,0,"694,021"
2011-06-27,"375,010","228,251","195,891","7,927","3,324","11,967",694,0,0,"13,391","5,614","-5,806",0,0,"836,262"
2011-06-28,"394,828","221,137","186,099","6,128","-6,508","8,280",4,0,0,"16,375","5,686","-5,308",0,0,"826,720"
2011-06-29,"382,547","233,894","163,557","5,851","-4,635","9,552",0,0,0,"16,680","6,082","-5,177",0,0,"808,350"
2011-06-30,"362,124","231,983","162,080","6,036","-1,265","11,345",0,0,0,"21,555","15,439","-5,099",0,0,"804,198"
2011-07-01,"363,315","230,938","157,829","5,939","-1,269","3,158",3,0,0,"20,675","12,232","-5,214",0,0,"787,605"
2011-07-02,"340,355","158,289","155,885","5,598",-677,"1,463",6,0,0,"23,819","21,341","-4,840",0,0,"701,238"
2011-07-03,"327,437","160,652","154,228","5,427","-6,174","1,773",0,0,0,"23,876","22,887","-4,898",0,0,"685,206"
2011-07-04,"396,180","229,031","157,836","5,206",497,"9,131",0,0,0,"11,132","2,989","-5,624",0,0,"806,377"
2011-07-05,"390,507","242,454","159,934","4,424","-4,964","23,965",0,0,0,"9,653","-1,481","-5,189",0,0,"819,301"
2011-07-06,"393,952","213,904","163,995","4,757","-1,936","17,049",28,0,0,"21,587","2,596","-5,500",0,0,"810,431"
2011-07-07,"392,394","203,104","162,015","7,694","-1,897","31,387",29,0,0,"15,089","-1,681","-5,055",0,0,"803,078"
2011-07-08,"395,231","189,836","159,315","8,884",195,"18,568",95,0,0,"21,031","8,141","-5,399",0,0,"795,895"
2011-07-09,"370,552","117,820","158,868","7,265","-2,891","19,969",0,0,0,"23,907","14,883","-5,284",0,0,"705,088"
2011-07-10,"356,269","121,409","161,565","7,225","-2,773","8,594",0,0,0,"23,830","20,187","-4,955",0,0,"691,350"
2011-07-11,"423,093","193,978","161,911","7,109","-1,096","4,020",0,0,0,"14,248","7,740","-5,110",0,0,"805,892"
2011-07-12,"410,890","198,268","167,811","6,074","-2,088","14,256",6,0,0,"16,607","4,091","-5,164",0,0,"810,750"
2011-07-13,"415,240","189,817","164,564","5,823","-1,525","15,020",49,0,0,"20,101","4,021","-4,949",0,0,"808,159"
2011-07-14,"406,822","191,677","162,423","5,438","-1,704","15,891",122,0,0,"23,922","8,459","-4,840",0,0,"808,209"
2011-07-15,"403,904","176,312","159,433","5,590",-487,"19,839",0,0,0,"23,660","13,150","-5,115",0,0,"796,285"
2011-07-16,"340,397","136,360","159,574","7,064","-3,032","27,533",318,0,0,"23,972","19,038","-4,426",0,0,"706,798"
2011-07-17,"323,242","116,540","166,495","9,398","-3,036","32,886",0,0,0,"23,981","21,813","-4,739",0,0,"686,579"
2011-07-18,"385,221","169,802","173,288","8,247","-2,009","32,645",0,0,0,"20,852","11,936","-4,285",0,0,"795,696"
2011-07-19,"407,527","176,053","179,288","7,777","2,199","15,480",494,0,0,"23,128","4,158","-4,518",0,0,"811,586"
2011-07-20,"383,794","215,475","175,398","8,006","-2,769","6,394",53,0,0,"21,049","11,759","-5,127",0,0,"814,030"
2011-07-21,"392,900","202,267","179,745","7,532","-4,985","4,820",147,0,0,"22,909","13,885","-4,854",0,0,"814,364"
2011-07-22,"376,404","183,491","180,619","7,323","-1,489","6,074",51,0,0,"23,217","16,607","-4,853",0,0,"787,443"
2011-07-23,"313,267","133,922","180,837","6,281","-1,656","15,257",183,0,0,"23,563","23,860","-5,419",0,0,"690,094"
2011-07-24,"298,924","123,139","181,068","5,987","-2,317","19,700",17,0,0,"23,540","23,859","-4,915",0,0,"669,002"
2011-07-25,"372,460","182,488","182,277","5,961","-1,962","7,759",0,0,0,"23,291","14,132","-4,997",0,0,"781,408"
2011-07-26,"376,972","201,671","185,027","5,442","-3,479","4,294",0,0,0,"22,613","6,810","-5,491",0,0,"793,858"
2011-07-27,"361,151","212,195","188,109","5,661","-3,017","4,725",0,0,0,"23,874","5,580","-5,395",0,0,"792,882"
2011-07-28,"365,001","207,101","189,794","5,505","-1,420","5,768",6,0,0,"23,190","8,147","-4,793",0,0,"798,298"
2011-07-29,"355,449","191,362","190,315","5,204","-2,172","3,862",0,0,0,"23,818","13,326","-5,007",0,0,"776,156"
2011-07-30,"325,802","126,760","190,949","4,742","-4,375","3,976",26,0,0,"23,962","21,070","-5,287",0,0,"687,622"
2011-07-31,"307,997","111,309","190,719","5,142","-2,243","14,693",53,0,0,"23,958","20,536","-4,638",0,0,"667,525"
2011-08-01,"342,406","216,211","190,460","5,403",-933,"6,558",101,0,0,"23,818","9,140","-5,182",0,0,"787,980"
2011-08-02,"364,180","220,050","190,541","5,277","-4,302","3,727",0,0,0,"23,555","8,182","-5,050",0,0,"806,159"
2011-08-03,"356,944","218,440","190,657","5,740",-520,"2,810",98,0,0,"23,499","9,993","-5,068",0,0,"802,592"
2011-08-04,"374,383","217,284","173,231","6,099","-3,519","12,097",0,0,0,"17,589","7,652","-5,385",0,0,"799,430"
2011-08-05,"357,980","192,698","167,747","5,284","-5,178","19,669",16,0,0,"23,029","13,075","-5,296",0,0,"769,023"
2011-08-06,"352,112","126,162","165,772","5,762","-5,382","5,049",0,0,0,"23,972","21,720","-4,719",0,0,"690,447"
2011-08-07,"324,989","95,859","167,777","7,370","-1,265","21,297",210,0,0,"23,959","23,859","-4,239",0,0,"659,816"
2011-08-08,"333,952","181,564","167,879","7,653","-2,450","44,744",0,0,0,"20,996","17,809","-4,628",0,0,"767,518"
2011-08-09,"338,103","197,790","173,927","7,632",-348,"33,553",0,0,0,"23,427","22,102","-4,969",0,0,"791,216"
2011-08-10,"336,893","195,203","179,612","9,221",-572,"30,863",163,0,0,"23,847","17,969","-4,349",0,0,"788,848"
2011-08-11,"335,592","211,660","169,681","13,483","4,812","31,695",87,0,0,"23,774","19,726","-4,322",0,0,"806,187"
2011-08-12,"362,541","205,486","172,522","12,183","-4,863","16,897",4,0,0,"22,318","17,725","-4,220",0,0,"800,592"
2011-08-13,"353,372","115,594","173,711","12,200","-5,312","25,947",0,0,0,"22,487","15,407","-4,654",0,0,"708,750"
2011-08-14,"328,350","120,411","172,161","12,045","-2,207","12,990",3,0,0,"23,834","19,328","-4,136",0,0,"682,777"
2011-08-15,"374,167","198,253","169,223","12,477","-3,481","13,127",0,0,0,"23,250","15,889","-4,277",0,0,"798,627"
2011-08-16,"393,444","207,887","162,177","11,504",689,"20,784",207,0,0,"7,838","5,210","-4,433",0,0,"805,305"
2011-08-17,"406,576","212,892","150,352","11,360","-3,215","8,470",0,0,0,"16,982","8,726","-5,176",0,0,"806,965"
2011-08-18,"417,566","213,887","145,837","9,826","-2,301","8,211",0,0,0,"22,333","9,364","-5,101",0,0,"819,621"
2011-08-19,"389,652","201,335","143,694","9,527","-8,569","22,213",0,0,0,"20,611","17,763","-4,707",0,0,"791,519"
2011-08-20,"325,147","173,132","143,263","7,832","-2,892","26,969",215,0,0,"22,985","18,434","-3,814",0,0,"711,270"
2011-08-21,"330,435","151,262","147,151","8,184","-1,996","17,002",0,0,0,"23,950","20,342","-4,859",0,0,"691,470"
2011-08-22,"384,883","241,802","155,891","7,693","-1,052","6,933",657,0,0,"9,704",-313,"-4,146",0,0,"802,050"
2011-08-23,"383,719","260,289","159,948","6,907",-783,"10,355",0,0,0,"6,921",-527,"-4,872",0,0,"821,956"
2011-08-24,"355,196","287,554","160,809","6,447","-4,512","9,650",208,0,0,"6,601","-4,356","-2,631",0,0,"814,965"
2011-08-25,"346,520","307,679","152,177","6,219","-1,683","10,208",317,0,0,"8,924","-11,070",0,0,0,"819,290"
2011-08-26,"360,390","265,831","150,127","5,978","-2,848","6,145",0,0,0,"21,989","2,580",0,0,0,"810,191"
2011-08-27,"309,499","182,206","155,662","6,198","-2,197","16,286",0,0,0,"23,685","19,130",0,0,0,"710,467"
2011-08-28,"291,343","121,737","155,892","6,214","-2,651","51,085",182,0,0,"23,956","21,003",0,0,0,"668,760"
2011-08-29,"318,881","151,858","164,289","6,391","-1,096","38,637",0,0,0,"17,594","2,266",0,0,0,"698,820"
2011-08-30,"376,602","227,694","173,786","5,912","-2,669","13,612",0,0,0,"10,530",-506,0,0,0,"804,960"
2011-08-31,"386,451","247,847","175,199","6,083","-2,329","1,945",12,0,0,"9,047","-1,592",0,0,0,"822,661"
2011-09-01,"360,799","251,275","175,177","6,381","-2,991","8,440",0,0,0,"13,835",190,0,0,0,"813,105"
2011-09-02,"342,020","251,622","168,588","8,327","1,517","19,751",650,0,0,"13,163",-813,0,0,0,"804,824"
2011-09-03,"329,353","194,897","153,176","7,474","-5,246","18,444",10,0,0,"20,677","9,045",0,0,0,"727,829"
2011-09-04,"324,717","167,930","154,316","8,175",-963,"11,948",110,0,0,"23,770","21,511",0,0,0,"711,514"
2011-09-05,"370,453","222,007","156,732","9,077","-1,720","31,643",542,0,0,"18,097","3,033",0,0,0,"809,862"
2011-09-06,"348,793","220,936","159,906","9,948","-1,973","65,755",0,0,0,"19,445","2,125",0,0,0,"824,934"
2011-09-07,"345,678","220,691","160,783","11,149","-1,593","59,524",170,0,0,"18,578","6,234",0,0,0,"821,213"
2011-09-08,"366,252","247,705","160,999","10,321",119,"32,026",887,0,0,"13,187","5,735",0,0,0,"837,231"
2011-09-09,"370,773","272,108","154,930","12,928",-854,"14,269",0,0,0,"8,705","-3,861",0,0,0,"828,998"
2011-09-10,"296,884","192,495","153,528","10,798","-3,514","43,389",0,0,0,"23,056","12,246",0,0,0,"728,881"
2011-09-11,"270,573","164,359","154,367","12,170","-6,155","49,029",0,0,0,"23,965","20,504",0,0,0,"688,810"
2011-09-12,"323,773","218,215","156,345","13,697","1,776","53,434",0,0,0,"21,681","17,365",0,0,0,"806,284"
2011-09-13,"323,127","222,831","152,214","13,484","-4,309","51,090",116,0,0,"13,209","12,035",0,0,0,"783,797"
2011-09-14,"328,743","250,669","155,483","14,324",917,"39,157",557,0,0,"17,962","12,493",0,0,0,"820,305"
2011-09-15,"372,013","280,857","155,906","13,804",-755,"5,409",0,0,0,"6,073","5,326",0,0,0,"838,632"
2011-09-16,"384,031","243,957","156,770","13,042","-5,588","27,759",38,0,0,"6,396","-6,820",0,0,0,"819,584"
2011-09-17,"408,453","104,333","156,744","12,161",99,"24,580",0,0,0,"11,734","8,753",0,0,0,"726,856"
2011-09-18,"402,158","104,382","156,176","13,971","-2,416","11,269",0,0,0,"11,806","18,319",0,0,0,"715,664"
2011-09-19,"425,283","212,103","151,205","13,198","-3,671","22,054",0,0,0,"7,554","-4,320",0,0,0,"823,405"
2011-09-20,"413,342","244,235","143,505","12,402",-26,"36,458",0,0,0,"1,197","-7,971",0,0,0,"843,140"
2011-09-21,"400,226","232,068","140,865","12,958","-2,606","52,833",23,0,0,-69,"-1,450",0,0,0,"834,847"
2011-09-22,"392,472","240,334","141,736","14,053","-1,281","40,963",25,0,0,"3,344","6,553",0,0,0,"838,197"
2011-09-23,"402,044","229,974","136,963","12,782","-2,285","30,535",0,0,0,"6,474","2,776",0,0,0,"819,262"
2011-09-24,"367,476","179,073","129,042","11,653",-548,"23,413",123,0,0,"10,133","12,012",0,0,0,"732,375"
2011-09-25,"355,223","160,060","126,675","10,329","-4,415","36,869",26,0,0,"11,653","15,422",0,0,0,"711,841"
2011-09-26,"423,975","239,294","127,610","11,105","-2,264","26,479",0,0,0,"3,265","2,049",0,0,0,"831,512"
2011-09-27,"450,387","241,509","127,921","11,538","-3,495","28,459",0,0,0,"-2,281","-12,553",0,0,0,"841,483"
2011-09-28,"451,639","232,418","123,433","11,060",298,"33,009",7,0,0,"-4,874","-8,777",0,0,0,"838,211"
2011-09-29,"452,104","251,289","116,919","11,649",190,"26,272",577,0,0,"-3,637","-11,440",0,0,0,"843,921"
2011-09-30,"453,213","248,252","107,928","11,980","-3,516","19,427",46,0,0,-578,"-8,773",0,0,0,"827,977"
2011-10-01,"434,771","165,934","112,109","11,410",-478,"3,139",0,0,0,"8,831",225,0,0,0,"735,941"
2011-10-02,"423,783","141,464","111,418","11,048","-7,032","9,741",17,0,0,"11,419","9,431",0,0,0,"711,288"
2011-10-03,"428,704","204,113","114,939","10,950","-1,883","47,653",0,0,0,"6,158","9,456",0,0,0,"820,088"
2011-10-04,"421,499","229,377","124,487","11,696","-2,784","48,885",0,0,0,"-1,060","-1,257",0,0,0,"830,842"
2011-10-05,"402,731","227,469","133,160","12,805","-1,961","56,487",0,0,0,"-1,272","-1,327",0,0,0,"828,091"
2011-10-06,"399,492","206,180","136,125","13,126","-1,115","54,694",0,0,0,"4,373","7,681",0,0,0,"820,555"
2011-10-07,"411,331","213,320","139,030","14,269",-699,"40,884",0,0,0,"3,551","3,244",0,0,0,"824,929"
2011-10-08,"391,016","164,020","146,284","14,440",-791,"27,028",0,0,0,"10,142","13,808",0,0,0,"765,947"
2011-10-09,"355,203","154,413","145,921","14,065","-4,298","44,975",0,0,0,"10,562","9,656",0,0,0,"730,496"
2011-10-10,"393,532","240,752","141,762","15,333",-435,"40,266",0,165,0,-749,"1,816",0,0,0,"832,441"
2011-10-11,"406,193","251,544","142,844","14,284","-1,718","32,814",0,"2,468",0,-866,"1,137",0,0,0,"848,699"
2011-10-12,"397,611","310,460","142,224","14,361","1,424","10,400",0,0,0,"-2,014","-1,660",0,0,0,"872,804"
2011-10-13,"393,737","326,375","138,954","13,163","-3,004","9,772",0,0,0,"-2,188","-6,735",0,0,0,"870,072"
2011-10-14,"378,411","295,941","132,976","12,905",-719,"24,585",0,0,0,"-2,019","-1,758",-36,0,0,"840,285"
2011-10-15,"344,579","233,616","129,836","12,647","-2,740","30,952",426,0,0,"10,254","4,334",0,0,0,"763,904"
2011-10-16,"340,785","205,778","128,269","12,958","-4,088","25,847",387,0,0,"31,343","10,048",0,0,0,"751,325"
2011-10-17,"390,963","291,874","120,992","13,670","-5,120","46,862",0,0,0,"-1,666","-1,769",0,0,0,"855,805"
2011-10-18,"330,914","340,843","121,100","12,226","-1,810","59,848",1,0,0,"8,184","5,143",0,0,0,"876,448"
2011-10-19,"371,166","347,475","121,226","13,736","3,134","38,284",269,0,0,906,"5,609",0,0,0,"901,804"
2011-10-20,"356,903","365,040","115,075","12,547","-2,807","22,438",0,658,0,"-14,399","-4,264",0,0,0,"851,190"
2011-10-21,"360,202","372,441","125,587","13,575","-3,723","48,582",257,0,0,"-19,920","-8,164",0,0,0,"888,834"
2011-10-22,"272,995","302,404","128,865","14,812","-2,936","59,742",425,0,0,"1,251","7,397",0,0,0,"784,953"
2011-10-23,"255,880","263,396","133,226","15,392","-2,129","50,067",0,0,0,"22,115","13,781",0,0,0,"751,727"
2011-10-24,"293,225","325,128","139,978","15,937",-724,"63,221",0,0,0,"4,658","8,512",0,0,0,"849,933"
2011-10-25,"329,786","350,139","141,818","15,755",-48,"40,626",0,0,0,"-4,482","5,042",0,0,0,"878,635"
2011-10-26,"336,702","387,263","144,080","14,987","-2,769","21,306",0,0,0,"-9,059","-4,120",0,0,0,"888,389"
2011-10-27,"336,421","375,513","149,789","14,339","-3,530","28,834",0,0,0,"-4,121","-2,588",0,0,0,"894,656"
2011-10-28,"326,522","358,589","155,661","14,769","-2,518","31,442",0,0,0,"-5,803","-2,489",0,0,0,"876,172"
2011-10-29,"248,449","286,805","161,713","14,823","-2,929","54,990",187,0,0,"14,594","6,387",0,0,0,"785,018"
2011-10-30,"258,821","265,686","166,374","17,406","-1,309","48,992",0,0,0,"17,715","9,663",0,0,0,"783,346"
2011-10-31,"291,165","347,997","163,159","16,784","-4,727","51,844",282,0,0,"8,469","1,661",0,0,0,"876,632"
2011-11-01,"325,295","332,065","165,484","16,491",-980,"25,915",0,0,0,"21,727","9,881",0,0,0,"895,877"
2011-11-02,"328,130","337,905","169,787","15,669","-2,849","58,330",0,0,0,"-8,159","-2,166",0,0,0,"896,646"
2011-11-03,"332,363","351,535","164,498","15,316",-898,"50,786",210,0,0,"-7,206","-7,707",0,0,0,"898,895"
2011-11-04,"341,919","381,396","147,031","15,078","-3,797","17,023",14,0,0,304,"-1,581",0,0,0,"897,386"
2011-11-05,"281,059","318,388","141,724","14,373",-406,"9,641",0,0,0,"34,582","12,268",0,0,0,"811,628"
2011-11-06,"292,985","277,306","141,533","13,638","-8,226","21,279",0,0,0,"46,983","16,336",0,0,0,"801,832"
2011-11-07,"334,563","444,526","146,566","12,530","-2,512","20,899",964,0,0,"-8,217","-3,641",0,0,0,"945,676"
2011-11-08,"342,026","453,340","148,778","11,643","-1,544","25,780",0,0,0,"-15,836","-8,248",0,0,0,"955,938"
2011-11-09,"331,552","441,713","148,891","9,980","-1,446","36,991",273,0,0,"-21,983","-6,912",0,0,0,"939,057"
2011-11-10,"345,081","426,025","147,341","10,195","-2,067","23,162",295,0,0,"-12,930","-5,413",0,0,0,"931,688"
2011-11-11,"285,669","385,230","144,915","9,298","-4,217","56,618",254,0,0,"40,682","-1,621",0,0,0,"916,827"
2011-11-12,"277,778","334,736","141,487","9,899","-3,051","28,012",0,0,0,"30,034","4,968",0,0,0,"823,862"
2011-11-13,"238,234","322,451","140,149","9,682","-2,425","31,041",439,0,0,"40,857","11,635",0,0,0,"792,061"
2011-11-14,"346,903","440,865","141,445","9,464","-1,036","30,050",27,0,0,"-17,659","-12,352",0,0,0,"937,705"
2011-11-15,"347,434","462,493","140,464","8,827","-4,757","27,613",220,0,0,"-24,908","-13,169",0,0,0,"944,215"
2011-11-16,"351,745","492,814","133,374","8,663","-2,652","19,925",0,0,0,"-22,795","-9,914",0,0,0,"971,159"
2011-11-17,"325,222","469,785","133,595","8,534","-4,873","45,768",0,0,0,"-21,846","-13,876",0,0,0,"942,307"
2011-11-18,"295,928","446,846","135,626","13,588",410,"54,335",0,0,0,"-16,970","-12,602",0,0,0,"917,160"
2011-11-19,"285,301","374,187","142,745","12,919","-1,253","22,515",0,0,0,"1,186",158,0,0,0,"837,757"
2011-11-20,"288,886","367,786","146,164","12,837","-6,129","15,524",0,0,0,"6,520","7,804",0,0,0,"839,390"
2011-11-21,"358,019","452,480","145,900","14,683",-605,"15,590",0,0,0,"-16,578","-13,192",0,0,0,"956,296"
