SD,Gas,Coal,Nuclear,Hydro,Net Pumped,Wind,OCGT,Oil,Biomass,French Int,Dutch Int,NI Int,Eire Int,Nemo Int,Net Supply
2017-03-11,"368,936","28,841","174,820","18,081","-1,594","32,527",0,0,"50,940","47,058","23,553",814,"4,655",0,"748,629"
2017-03-12,"353,059","25,034","174,993","18,276","-5,596","34,869",0,0,"51,434","47,414","23,532","1,793","5,025",0,"729,831"
2017-03-13,"346,156","53,147","177,736","17,899","-2,779","85,223",0,0,"50,155","44,264","22,590","-3,337",-128,0,"790,924"
2017-03-14,"293,553","67,804","180,959","16,547","-2,309","121,465",0,0,"48,986","41,383","19,805","-1,534",168,0,"786,825"
2017-03-15,"346,339","63,908","185,753","21,774","-2,539","65,735",31,0,"47,641","44,299","23,042","-3,003",-986,0,"791,993"
2017-03-16,"301,655","60,364","180,346","18,015","-2,057","122,698",0,0,"48,087","44,276","22,535",-369,"1,985",0,"797,534"
2017-03-17,"251,733","60,782","169,135","22,921","-1,241","150,977",0,0,"50,203","44,817","22,130","3,827","2,927",0,"778,209"
2017-03-18,"239,192","43,514","169,215","24,628",53,"120,915",0,0,"50,425","42,473","19,582","1,933",0,0,"711,929"
2017-03-19,"192,354","38,381","166,706","23,097","-3,931","155,719",95,0,"49,629","34,338","8,322","2,149",0,0,"666,858"
2017-03-20,"273,381","58,373","163,567","20,734","-3,255","159,373",0,0,"46,770","43,563","20,589",470,0,0,"783,563"
2017-03-21,"310,353","72,909","163,560","21,951","-2,220","144,907",0,0,"33,150","16,292","22,872",419,0,0,"784,192"
2017-03-22,"383,847","66,238","168,263","23,293","-1,917","110,788",0,0,"40,320","43,852","22,828",671,0,0,"858,182"
2017-03-23,"354,163","53,485","176,566","22,769","-1,629","104,210",0,0,"49,777","44,444","23,077",-817,"-2,830",0,"823,214"
2017-03-24,"362,418","50,165","176,147","24,423","2,780","74,725",0,0,"50,078","46,004","23,158","-1,693","-2,337",0,"805,867"
2017-03-25,"312,988","18,958","174,875","22,572","-5,381","51,662",0,0,"49,838","46,457","23,374",517,"-2,576",0,"693,282"
2017-03-26,"266,777","13,697","167,631","20,821","-6,927","46,784",0,0,"48,047","45,868","22,967","2,373","4,661",0,"632,698"
2017-03-27,"414,300","40,813","175,132","21,654",-763,"27,978",0,0,"50,097","47,460","22,877",-956,-119,0,"798,472"
2017-03-28,"436,914","30,732","178,489","19,764","-4,009","36,282",0,0,"47,914","46,252","22,351",-820,"-2,706",0,"811,162"
2017-03-29,"378,133","23,239","180,955","19,677","-4,342","86,743",0,0,"44,591","45,225","23,006","1,255","4,745",0,"803,226"
2017-03-30,"302,316","22,172","181,406","20,175","-2,723","104,833",0,0,"48,409","40,915","21,750","2,280","3,866",0,"745,398"
2017-03-31,"275,645","18,683","181,291","19,589","-4,537","119,100",0,0,"49,631","38,968","21,896",-190,"-2,477",0,"717,599"
